Permutation Chi-Sq K2RT__FREE__ KD1__FREE__ kdephos__FREE__ km1__FREE__ km2__FREE__ kphos__FREE__
gen13perm13 1921.9441444740687075 2.79214813e+00 9.36218439e-02 2.91190011e-03 7.81656683e-01 2.44237298e+00 8.56684387e-03
gen15perm8 1922.0341401720172598 2.79214813e+00 9.02046723e-01 2.91190011e-03 8.79394364e-01 2.44237298e+00 8.56684387e-03
gen15perm33 1922.2077799763656003 2.61711553e+00 8.17039762e-01 2.71042182e-03 4.05209018e-03 3.86439468e+00 8.30906943e-03
gen15perm35 1922.2342764181976236 2.61711553e+00 9.02046723e-01 2.71042182e-03 8.79394364e-01 3.59046335e+00 8.30906943e-03
gen15perm13 1922.2478559938388116 2.61711553e+00 9.02046723e-01 2.71042182e-03 4.05209018e-03 3.59046335e+00 8.30906943e-03
gen13perm45 1922.2478560021138492 2.61711553e+00 9.02046723e-01 2.71042182e-03 4.05209018e-03 3.59046335e+00 8.30906943e-03
gen14perm8 1922.5118574657926729 2.61711553e+00 9.02046723e-01 2.71042182e-03 4.05209018e-03 2.25428145e+00 8.30906943e-03
gen11perm14 1922.5118581419847033 2.61711553e+00 9.02046723e-01 2.71042182e-03 4.05209018e-03 2.25428145e+00 8.30906943e-03
gen13perm25 1922.6768965532378388 2.89139048e+00 1.00238032e+00 2.94620692e-03 8.79394364e-01 2.51432455e+00 8.42441153e-03
gen14perm34 1923.4166683358521368 2.87499383e+00 8.48577491e-02 2.96321495e-03 9.64298013e-01 2.55399990e+00 8.56684387e-03
gen15perm7 1924.5661233540367903 2.95379282e+00 9.36218439e-02 2.94620692e-03 7.81656683e-01 3.86439468e+00 8.30906943e-03
gen15perm16 1924.5900073515276745 2.58400412e+00 8.48577491e-02 2.71042182e-03 9.64298013e-01 2.44237298e+00 8.30906943e-03
gen14perm46 1924.6456859564052593 2.97190101e+00 8.48577491e-02 2.94620692e-03 9.64298013e-01 2.44237298e+00 8.30906943e-03
gen15perm9 1924.6479388302611824 2.97190101e+00 9.36218439e-02 2.94620692e-03 3.66094057e-03 2.44237298e+00 8.30906943e-03
gen15perm38 1924.6516587487235483 2.95379282e+00 8.58662805e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen12perm23 1924.6565677162723205 2.95379282e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen13perm12 1924.6565677617081747 2.95379282e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen15perm45 1924.6568800537070274 2.97190101e+00 9.36218439e-02 2.94620692e-03 8.32048156e-01 2.33575796e+00 8.30906943e-03
gen13perm49 1924.6631921468201654 2.97190101e+00 8.58662805e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen9perm47 1924.6681103953822003 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen14perm2 1924.6681103985313257 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen13perm11 1924.6681103985313257 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen13perm16 1924.6681103985313257 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen13perm29 1924.6681103985313257 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen13perm31 1924.6681103985313257 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen12perm32 1924.6681103985313257 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen10perm42 1924.6681103985313257 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.86439468e+00 8.30906943e-03
gen15perm29 1924.6696837934562154 2.97190101e+00 8.69432404e-01 2.94620692e-03 8.79394364e-01 3.66983491e+00 8.30906943e-03
gen13perm43 1924.6714442827806124 2.97190101e+00 8.30786306e-01 2.94620692e-03 3.66094057e-03 3.86439468e+00 8.30906943e-03
gen15perm37 1924.6752090483673783 2.97190101e+00 9.65451662e-01 2.94620692e-03 8.11711069e-01 3.86439468e+00 8.30906943e-03
gen15perm6 1924.6756769285148039 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 3.59046335e+00 8.30906943e-03
gen11perm50 1924.6804577585455718 2.97190101e+00 9.02046723e-01 2.94620692e-03 3.66094057e-03 3.86439468e+00 8.30906943e-03
gen15perm47 1924.7312044767693351 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 2.50956537e+00 8.30906943e-03
gen14perm39 1924.7363292736897620 2.97190101e+00 8.61825993e-01 2.94620692e-03 8.79394364e-01 2.40089657e+00 8.30906943e-03
gen15perm21 1924.7369420350983091 2.97190101e+00 9.02046723e-01 2.94620692e-03 9.64298013e-01 2.44237298e+00 8.30906943e-03
gen14perm13 1924.7369740266926783 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 2.44237298e+00 8.30906943e-03
gen14perm6 1924.7403964058300971 2.97190101e+00 8.68993948e-01 2.94620692e-03 8.79394364e-01 2.36654054e+00 8.30906943e-03
gen12perm15 1924.7408127186727143 2.97190101e+00 9.02046723e-01 2.94620692e-03 8.79394364e-01 2.40089657e+00 8.30906943e-03
